MRGID,preferredGazetteerName,placeType,gazetteerSource,status,accepted,latitude,longitude,minLatitude,minLongitude,maxLatitude,maxLongitude,boundingBoxWKT,geometryAvailable,geometryCount,geometryURLs,recordURL
8979,Penzhinskaya Guba,Gulf,Les Watling,standard,8979,-4.621,151.802,,,,,,true,1,https://www.marineregions.org/mrgid/8979/geometries?source=19&attributeValue=120651845,https://www.marineregions.org/mrgid/8979
16016,Perekopskij zaliv,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16016,46.081589,33.577252,,,,,,false,0,,https://www.marineregions.org/mrgid/16016
11980,Rybij Khvost Gulf,Gulf,SCAR Composite Gazetteer,standard,11980,-66.2333333,100.7666667,,,,,,false,0,,https://www.marineregions.org/mrgid/11980
26748,Sagami-Nada,Gulf,GeoNames,standard,26748,34.96667,139.38333,,,,,,true,1,https://www.marineregions.org/mrgid/26748/geometries?source=169&attributeValue=26748,https://www.marineregions.org/mrgid/26748
19145,"San Blas, Golfo de",Gulf,IMIS,standard,19145,9.5,-79,,,,,,false,0,,https://www.marineregions.org/mrgid/19145
3678,Saronikos Kolpos,Gulf,ASFA thesaurus,standard,3678,37.76305555555555,23.690833333333334,,,,,,false,0,,https://www.marineregions.org/mrgid/3678
33964,Siam,Gulf,,deleted,4334,,,,,,,,false,0,,https://www.marineregions.org/mrgid/33964
48987,Spanish part of Gulf of Cadiz,Gulf,,deleted,62658,,,,,,,,false,0,,https://www.marineregions.org/mrgid/48987
17864,Spencer Gulf,Gulf,Aphia,standard,17864,-34.5,136.91667,,,,,,true,1,https://www.marineregions.org/mrgid/17864/geometries?source=169&attributeValue=17864,https://www.marineregions.org/mrgid/17864
16075,Temryuk bay,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16075,45.4061111,37.2091667,,,,,,false,0,,https://www.marineregions.org/mrgid/16075
15351,Temryukski Bay,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,15351,45.40611,37.20917,,,,,,false,0,,https://www.marineregions.org/mrgid/15351
16078,Tendrivs'ka gulf,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16078,46.147,31.470000000000002,,,,,,false,0,,https://www.marineregions.org/mrgid/16078
16076,Tenginskaya bay,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16076,44.176,38.442,,,,,,false,0,,https://www.marineregions.org/mrgid/16076
3554,Terracina Gulf,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3554,41.286944444444444,13.300555555555556,,,,,,false,0,,https://www.marineregions.org/mrgid/3554
3681,Thermaikos Kolpos,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3681,40.099722222222226,22.944166666666668,,,,,,true,1,https://www.marineregions.org/mrgid/3681/geometries?source=19&attributeValue=64487435,https://www.marineregions.org/mrgid/3681
12490,Transkriptsii Gulf,Gulf,SCAR Composite Gazetteer,standard,12490,-66.25,100.55,,,,,,false,0,,https://www.marineregions.org/mrgid/12490
3883,Tunis Gulf,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3883,36.87555555555556,10.474166666666667,36.63,10.81,37.28,10.21,"POLYGON ((10.81 36.63, 10.21 36.63, 10.21 37.28, 10.81 37.28, 10.81 36.63))",false,0,,https://www.marineregions.org/mrgid/3883
14996,Tyendra Bay,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,14996,46.25,31.9166667,46.05,31.5,46.3,32.2,"POLYGON ((31.5 46.05, 32.2 46.05, 32.2 46.3, 31.5 46.3, 31.5 46.05))",false,0,,https://www.marineregions.org/mrgid/14996
14930,Van Diemen Gulf,Gulf,Wikipedia,standard,14930,-11.816667,131.95,,,,,,true,1,https://www.marineregions.org/mrgid/14930/geometries?source=169&attributeValue=14930,https://www.marineregions.org/mrgid/14930
17529,Vóreios Evvoïkós Kólpos,Gulf,GeoNames,standard,17529,38.66667,23.25,,,,,,true,1,https://www.marineregions.org/mrgid/17529/geometries?source=169&attributeValue=17529,https://www.marineregions.org/mrgid/17529
9720,Wrigley Gulf,Gulf,SCAR Composite Gazetteer,standard,9720,-74,-129,,,,,,false,0,,https://www.marineregions.org/mrgid/9720
16543,Yahorlyts'kyy Lyman,Gulf,GeoNames,standard,16543,46.4,31.8333333,,,,,,false,0,,https://www.marineregions.org/mrgid/16543
33056,Zaliv Vladimira,Gulf,GeoNames,standard,33056,43.91744,135.49681,,,,,,true,1,https://www.marineregions.org/mrgid/33056/geometries?source=169&attributeValue=33056,https://www.marineregions.org/mrgid/33056
16087,gulf of Feodosiya,Gulf,,deleted,14979,,,,,,,,false,0,,https://www.marineregions.org/mrgid/16087
15653,gulf of Giresun,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15653,40.562,38.196,,,,,,false,0,,https://www.marineregions.org/mrgid/15653
15675,gulf of Kazantyp,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15675,45.256,35.558,,,,,,false,0,,https://www.marineregions.org/mrgid/15675
16123,gulf of Yalta,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16123,44.281,34.105000000000004,,,,,,false,0,,https://www.marineregions.org/mrgid/16123
15654,zaliv Dinskoj,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15654,45.236,36.453,,,,,,false,0,,https://www.marineregions.org/mrgid/15654
15658,zaliv Suxumi,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15658,42.58,41.012,,,,,,false,0,,https://www.marineregions.org/mrgid/15658
15537,Арабатский з-в,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15537,45.223,35.275,,,,,,false,0,,https://www.marineregions.org/mrgid/15537
15676,Каламитский з-в,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15676,45.018,33.31,,,,,,false,0,,https://www.marineregions.org/mrgid/15676
16457,Прорежинский з-в,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16457,46.3088,32.1818,,,,,,false,0,,https://www.marineregions.org/mrgid/16457
16051,Синопский з-в,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16051,41.564,35.087,,,,,,false,0,,https://www.marineregions.org/mrgid/16051
16069,Таганрогский з-в,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16069,47.030231,38.752041,,,,,,false,0,,https://www.marineregions.org/mrgid/16069
16395,з-в Глаголь,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16395,46.285000000000004,32.17,,,,,,false,0,,https://www.marineregions.org/mrgid/16395
16436,з-в Желанный,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,16436,45.2714,29.47,,,,,,false,0,,https://www.marineregions.org/mrgid/16436
15657,з-в Скурджа,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15657,42.475,41.133,,,,,,false,0,,https://www.marineregions.org/mrgid/15657
15661,з-в Филатова Засуха,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15661,46.068,33.508,,,,,,false,0,,https://www.marineregions.org/mrgid/15661
4367,Amundsen Sea,Sea,Wikipedia,standard,4367,-72.5,-111.5,,,,,,true,1,https://www.marineregions.org/mrgid/4367/geometries?source=19&attributeValue=458810,https://www.marineregions.org/mrgid/4367
8888,Antilles Sea,Sea,Les Watling,synonym,4287,15,-75,,,,,,false,0,,https://www.marineregions.org/mrgid/8888
2403,Archipelago Sea,Sea,ASFA thesaurus,standard,2403,60.21,21.17,,,,,,true,1,https://www.marineregions.org/mrgid/2403/geometries?source=189&attributeValue=3,https://www.marineregions.org/mrgid/2403
4348,Aru Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,4348,-6.39916666666667,135.39166666666665,-9.1236235408116,130.76918093059,-2.7130038768018,141.45030605158,"POLYGON ((130.76918093059 -9.1236235408116, 141.45030605158 -9.1236235408116, 141.45030605158 -2.7130038768018, 130.76918093059 -2.7130038768018, 130.76918093059 -9.1236235408116))",false,0,,https://www.marineregions.org/mrgid/4348
3294,Baelt Sea,Sea,,standard,3294,55.825,10.8889,,,,,,true,2,https://www.marineregions.org/mrgid/3294/geometries?source=60&attributeValue=82 | https://www.marineregions.org/mrgid/3294/geometries?source=189&attributeValue=9,https://www.marineregions.org/mrgid/3294
30248,Balearic Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,30248,40.028669121525,1.8346658539561,38.049735462707,-0.72391702692485,42.007602780343,4.393248734837,"POLYGON ((-0.72391702692485 38.049735462707, 4.393248734837 38.049735462707, 4.393248734837 42.007602780343, -0.72391702692485 42.007602780343, -0.72391702692485 38.049735462707))",false,0,,https://www.marineregions.org/mrgid/30248
4372,Baltic Proper,Sea,ASFA thesaurus,standard,4372,56.75671,18.33336,53.52484,11.82397,59.87123,23.51118,"POLYGON ((11.82397 53.52484, 23.51118 53.52484, 23.51118 59.87123, 11.82397 59.87123, 11.82397 53.52484))",true,1,https://www.marineregions.org/mrgid/4372/geometries?source=189&attributeValue=5,https://www.marineregions.org/mrgid/4372
4368,Bellingshausen Sea,Sea,Australian Antarctic Gazetteer,standard,4368,-71,-85,,,,,,true,1,https://www.marineregions.org/mrgid/4368/geometries?source=19&attributeValue=524334,https://www.marineregions.org/mrgid/4368
4304,Bo Hai Sea,Sea,Wikipedia,standard,4304,38.7975,119.72972222222222,,,,,,false,0,,https://www.marineregions.org/mrgid/4304
63349,Bohai Sea,Sea,"Mu, F.-H.; Huys, R. (2002). New species of Stenhelia (Copepoda, Harpacticoida, Diosaccidae) from the Bohai Sea (China) with notes on subgeneric division and phylogenetic relationships. Cah. Biol. Mar. 43(2): 179-206",standard,63349,38.5,120,,,,,,false,0,,https://www.marineregions.org/mrgid/63349
4357,Bohol Sea,Sea,Wikipedia,standard,4357,5.736666666666666,123.14916666666667,,,,,,true,1,https://www.marineregions.org/mrgid/4357/geometries?source=19&attributeValue=114950227,https://www.marineregions.org/mrgid/4357
19384,Bothnian Sea,Sea,Wikipedia,standard,19384,63,20,,,,,,true,1,https://www.marineregions.org/mrgid/19384/geometries?source=189&attributeValue=2,https://www.marineregions.org/mrgid/19384
17423,Camotes Sea,Sea,Aphia,standard,17423,10.5,124.25,,,,,,false,0,,https://www.marineregions.org/mrgid/17423
4285,Canary Sea,Sea,"Sun, H.; He, J.; Chen, Y.; Zhao, B. Space-Time Sea Surface pCO2 Estimation in the North Atlantic Based on CatBoost. Remote Sens. 2021, 13, 2805. https://doi.org/10.3390/rs13142805",standard,4285,25,-25,20,-35,30,-15,"POLYGON ((-35 20, -15 20, -15 30, -35 30, -35 20))",false,0,,https://www.marineregions.org/mrgid/4285
3332,Catalan Sea,Sea,ASFA thesaurus,standard,3332,41,2,,,,,,false,0,,https://www.marineregions.org/mrgid/3332
23489,Central Mediterranean,Sea,Aphia,standard,23489,37.5,12.5,30,5,45,20,"POLYGON ((5 30, 20 30, 20 45, 5 45, 5 30))",false,0,,https://www.marineregions.org/mrgid/23489
22110,Central Weddell Sea,Sea,Australian Antarctic Gazetteer,standard,22110,,,,,,,,false,0,,https://www.marineregions.org/mrgid/22110
21280,Chuki Sea,Sea,,deleted,4257,,,,,,,,false,0,,https://www.marineregions.org/mrgid/21280
14321,Clyde Sea Area,Sea,"Mill H.R. (1894). Physical Conditions of the Clyde Sea Area. The Geographical Journal Vol. 4, No. 4, pp. 344-349. https://doi.org/10.2307/1773538.",standard,14321,55.68333333,-5.083333333,55.08333333,-4.5,56.28333333,-5.666666667,"POLYGON ((-4.5 55.08333333, -5.666666667 55.08333333, -5.666666667 56.28333333, -4.5 56.28333333, -4.5 55.08333333))",false,0,,https://www.marineregions.org/mrgid/14321
22699,Cooperation Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,22699,,,-69.740898,53.8,-65,82.391808,"POLYGON ((53.8 -69.740898, 82.391808 -69.740898, 82.391808 -65, 53.8 -65, 53.8 -69.740898))",true,1,https://www.marineregions.org/mrgid/22699/geometries?source=81&attributeValue=COOPERATION+SEA,https://www.marineregions.org/mrgid/22699
22700,Cosmonauts Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,22700,,,-70.096443,33.736633,-65,53.800001,"POLYGON ((33.736633 -70.096443, 53.800001 -70.096443, 53.800001 -65, 33.736633 -65, 33.736633 -70.096443))",true,1,https://www.marineregions.org/mrgid/22700/geometries?source=81&attributeValue=COSMONAUTS+SEA,https://www.marineregions.org/mrgid/22700
3339,Crete Sea,Sea,ASFA thesaurus,standard,3339,35.85444444444445,25.040277777777778,,,,,,false,0,,https://www.marineregions.org/mrgid/3339
17287,Davis Sea,Sea,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,17287,-66,92,,,,,,false,0,,https://www.marineregions.org/mrgid/17287
31601,Dead Sea,Sea,GeoNames,standard,31601,31.55747,35.49545,,,,,,false,0,,https://www.marineregions.org/mrgid/31601
4326,Drake Passage,Sea,Wikipedia,standard,4326,-59.9180555555556,-64.2883333333333,,,,,,true,1,https://www.marineregions.org/mrgid/4326/geometries?source=19&attributeValue=655437,https://www.marineregions.org/mrgid/4326
12472,Dumont d'Urville Sea,Sea,SCAR Composite Gazetteer,standard,12472,-65,140,,,,,,false,0,,https://www.marineregions.org/mrgid/12472
16482,Harima-nada,Sea,Getty thesaurus of geographic names,standard,16482,34.5,134.63,,,,,,false,0,,https://www.marineregions.org/mrgid/16482
2352,Iceland Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,2352,68.54315,-18.95805,62.343053764298,-33.012276694119,74.743235346606,-4.9038272885686,"POLYGON ((-33.012276694119 62.343053764298, -4.9038272885686 62.343053764298, -4.9038272885686 74.743235346606, -33.012276694119 74.743235346606, -33.012276694119 62.343053764298))",false,0,,https://www.marineregions.org/mrgid/2352
2355,Irminger Sea,Sea,ASFA thesaurus,standard,2355,61,-36,,,,,,false,0,,https://www.marineregions.org/mrgid/2355
4259,Kane Basin,Sea,Wikipedia,standard,4259,79.5,-69,,,,,,false,0,,https://www.marineregions.org/mrgid/4259
26529,Kashima Sea,Sea,GeoNames,standard,26529,36,140.75,,,,,,false,0,,https://www.marineregions.org/mrgid/26529
12818,Kong Håkon VII Hav,Sea,SCAR Composite Gazetteer,standard,12818,-65,13,,,,,,false,0,,https://www.marineregions.org/mrgid/12818
63499,Kumano-nada,Sea,US BGN Advisory Committee on Undersea Features (ACUF),standard,63499,33.783333,136.333333,,,,,,false,0,,https://www.marineregions.org/mrgid/63499
22701,Lazarev Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,22701,,,-70.328491,1e-09,-65,14.000045,"POLYGON ((1e-09 -70.328491, 14.000045 -70.328491, 14.000045 -65, 1e-09 -65, 1e-09 -70.328491))",true,1,https://www.marineregions.org/mrgid/22701/geometries?source=81&attributeValue=LAZAREV+SEA,https://www.marineregions.org/mrgid/22701
4954,Levantine Sea,Sea,Eurode,standard,4954,34,34,,,,,,false,0,,https://www.marineregions.org/mrgid/4954
4953,Libyan Sea,Sea,GeoNames,standard,4953,34,24.41,,,,,,false,0,,https://www.marineregions.org/mrgid/4953
13831,Mawson Sea,Sea,SCAR Composite Gazetteer,standard,13831,-65,105,,,,,,false,0,,https://www.marineregions.org/mrgid/13831
65535,Mer d'Iroise,Sea,"Aurélien SCHMITT, Mark HOEBEKE (2025). Toponymes marins et côtiers en France métropolitaine",altclass,65535,48.2151,-4.83367,48.0238,-5.1509,48.44562,-4.53599,"POLYGON ((-5.1509 48.0238, -4.53599 48.0238, -4.53599 48.44562, -5.1509 48.44562, -5.1509 48.0238))",true,1,https://www.marineregions.org/mrgid/65535/geometries?source=287&attributeValue=3bf6eb55-943e-4835-bd9e-0e7946b15ebb,https://www.marineregions.org/mrgid/65535
65570,Mer des Pertuis,Sea,"Aurélien SCHMITT, Mark HOEBEKE (2025). Toponymes marins et côtiers en France métropolitaine",altclass,65570,46.11693,-1.27212,45.67389,-1.56141,46.352,-0.93351,"POLYGON ((-1.56141 45.67389, -0.93351 45.67389, -0.93351 46.352, -1.56141 46.352, -1.56141 45.67389))",true,1,https://www.marineregions.org/mrgid/65570/geometries?source=287&attributeValue=ea3aa5fc-feff-4b2f-a416-8bf7de86e28c,https://www.marineregions.org/mrgid/65570
21084,Minches and Malin Sea,Sea,"Webster L, Russell M, Walsham P, Phillips L, Hussy, I, Packer G, Dalgarno E, Moffat C. (2011). An assessment of persistent organic pollutants in Scottish coastal and offshore marine environments. Journal of environmental monitoring : JEM. 13. 1288-307. 10.1039/c1em10100e.",standard,21084,56.865634774966,-6.9265686650527,,,,,,false,0,,https://www.marineregions.org/mrgid/21084
3676,Mirtoö Pelagos,Sea,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3676,37.06861111111112,23.797500000000003,,,,,,false,0,,https://www.marineregions.org/mrgid/3676
4960,Moroccan Reef,Sea,Eurode,standard,4960,,,,,,,,false,0,,https://www.marineregions.org/mrgid/4960
4335,Natuna Sea,Sea,Wikipedia,standard,4335,0.5902777777777778,106.97472222222223,,,,,,false,0,,https://www.marineregions.org/mrgid/4335
22289,Nordic Seas,Sea,GeoNames,standard,22289,,,54,-40,80,40,"POLYGON ((-40 54, 40 54, 40 80, -40 80, -40 54))",false,0,,https://www.marineregions.org/mrgid/22289
21267,North Baltic proper,Sea,Aphia,standard,21267,58.29842008,19.64961218,,,,,,true,1,https://www.marineregions.org/mrgid/21267/geometries?source=62&attributeValue=21267,https://www.marineregions.org/mrgid/21267
22056,North Western Weddell Sea,Sea,Australian Antarctic Gazetteer,standard,22056,,,,,,,,false,0,,https://www.marineregions.org/mrgid/22056
2448,Northern Baltic,Sea,ASFA thesaurus,standard,2448,59,20.5,,,,,,true,1,https://www.marineregions.org/mrgid/2448/geometries?source=150&attributeValue=2448,https://www.marineregions.org/mrgid/2448
23565,Northern South China Sea,Sea,Mysida/Aphia,standard,23565,20.262734,112.981049,,,,,,true,1,https://www.marineregions.org/mrgid/23565/geometries?source=150&attributeValue=23565,https://www.marineregions.org/mrgid/23565
2452,Northern Wadden Sea,Sea,ASFA thesaurus,standard,2452,54.5,8.25,,,,,,false,0,,https://www.marineregions.org/mrgid/2452
22098,Northern Weddell Sea,Sea,Australian Antarctic Gazetteer,standard,22098,,,,,,,,false,0,,https://www.marineregions.org/mrgid/22098
4255,Northwestern Passages,Sea,"(1953). Limits of oceans and seas. 3rd edition. IHO Special Publication, 23. International Hydrographic Organization (IHO): Monaco. 38 pp.",synonym,5698,75,-100,,,,,,false,0,,https://www.marineregions.org/mrgid/4255
5643,Pechora Sea,Sea,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,5643,70,54,,,,,,false,0,,https://www.marineregions.org/mrgid/5643
65524,Petite mer de Gâvres,Sea,"Aurélien SCHMITT, Mark HOEBEKE (2025). Toponymes marins et côtiers en France métropolitaine",altclass,65524,47.69898,-3.31377,47.68566,-3.35319,47.70996,-3.27947,"POLYGON ((-3.35319 47.68566, -3.27947 47.68566, -3.27947 47.70996, -3.35319 47.70996, -3.35319 47.68566))",true,1,https://www.marineregions.org/mrgid/65524/geometries?source=287&attributeValue=e0450a95-b09a-4c49-9dc9-6a96174f9a61,https://www.marineregions.org/mrgid/65524
22702,Riiser-Larsen Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,22702,,,-70.427933,14,-65,33.75,"POLYGON ((14 -70.427933, 33.75 -70.427933, 33.75 -65, 14 -65, 14 -70.427933))",true,1,https://www.marineregions.org/mrgid/22702/geometries?source=81&attributeValue=RIISER-LARSEN+SEA,https://www.marineregions.org/mrgid/22702
4370,Ross Sea,Sea,New Zealand Gazetteer,standard,4370,-74,179,,,,,,true,1,https://www.marineregions.org/mrgid/4370/geometries?source=234&attributeValue=10619,https://www.marineregions.org/mrgid/4370
15273,Sargasso Sea,Sea,Masdea,standard,15273,30,-60,,,,,,false,0,,https://www.marineregions.org/mrgid/15273
4329,Scotia Sea,Sea,Wikipedia,standard,4329,-56.9063888888889,-50.7547222222222,-69.5,-65.95,-54,-36.75,"POLYGON ((-65.95 -69.5, -36.75 -69.5, -36.75 -54, -65.95 -54, -65.95 -69.5))",false,0,,https://www.marineregions.org/mrgid/4329
10558,Sea Leopard Patch,Sea,SCAR Composite Gazetteer,standard,10558,-62.0833333,-58.4,,,,,,false,0,,https://www.marineregions.org/mrgid/10558
2358,Sea of the Hebrides,Sea,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,2358,57,-6.9,56.37481766,-7.662206655,57.59996244,-5.372055769,"POLYGON ((-7.662206655 56.37481766, -5.372055769 56.37481766, -5.372055769 57.59996244, -7.662206655 57.59996244, -7.662206655 56.37481766))",true,1,https://www.marineregions.org/mrgid/2358/geometries?source=19&attributeValue=52166694,https://www.marineregions.org/mrgid/2358
19383,Sea of Åland,Sea,Wikipedia,standard,19383,60.1666666667,19.1666666667,,,,,,false,0,,https://www.marineregions.org/mrgid/19383
16479,Seto Inland Sea,Sea,GeoNames,synonym,4306,34.3,133.5,,,,,,false,0,,https://www.marineregions.org/mrgid/16479
17858,Sibuyan Sea,Sea,Aphia,standard,17858,12.62611,122.48361,,,,,,false,0,,https://www.marineregions.org/mrgid/17858
59314,Slope Sea,Sea,"Richardson, D. E., Marancik, K. E., Guyon, J. R., Lutcavage, M. E., Galuardi, B., Lam, C. H., ... & Hare, J. A. (2016). Discovery of a spawning ground reveals diverse migration strategies in Atlantic bluefin tuna (Thunnus thynnus). Proceedings of the National Academy of Sciences, 113(12), 3299-3304.",standard,59314,40.30213,-61.11854,35.51667,-74.79974,42.94098,-46.3179,"POLYGON ((-74.79974 35.51667, -46.3179 35.51667, -46.3179 42.94098, -74.79974 42.94098, -74.79974 35.51667))",true,1,https://www.marineregions.org/mrgid/59314/geometries?source=244&attributeValue=59314,https://www.marineregions.org/mrgid/59314
22704,Somov Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,22704,,,-71.6899721644,146.224958721,-63.960443441,171.035594926,"POLYGON ((146.224958721 -71.6899721644, 171.035594926 -71.6899721644, 171.035594926 -63.960443441, 146.224958721 -63.960443441, 146.224958721 -71.6899721644))",true,1,https://www.marineregions.org/mrgid/22704/geometries?source=81&attributeValue=SOMOV+SEA,https://www.marineregions.org/mrgid/22704
22703,Sound Sea,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,22703,,,58.4120916744,22.5508589335,59.2352593304,23.7816288845,"POLYGON ((22.5508589335 58.4120916744, 23.7816288845 58.4120916744, 23.7816288845 59.2352593304, 22.5508589335 59.2352593304, 22.5508589335 58.4120916744))",true,1,https://www.marineregions.org/mrgid/22703/geometries?source=81&attributeValue=SOUND+SEA,https://www.marineregions.org/mrgid/22703
21266,South Baltic proper,Sea,Aphia,standard,21266,55.36707739,16.65181901,,,,,,true,1,https://www.marineregions.org/mrgid/21266/geometries?source=62&attributeValue=21266,https://www.marineregions.org/mrgid/21266
2451,South Eastern Baltic,Sea,ASFA thesaurus,standard,2451,55.4,20.6,,,,,,true,1,https://www.marineregions.org/mrgid/2451/geometries?source=149&attributeValue=2451,https://www.marineregions.org/mrgid/2451
23567,Southeastern Andaman Sea,Sea,Mysida/Aphia,standard,23567,10.055966,97.732026,,,,,,true,1,https://www.marineregions.org/mrgid/23567/geometries?source=149&attributeValue=23567,https://www.marineregions.org/mrgid/23567
2449,Southern Baltic,Sea,ASFA thesaurus,standard,2449,55.5,19,,,,,,true,1,https://www.marineregions.org/mrgid/2449/geometries?source=150&attributeValue=2449,https://www.marineregions.org/mrgid/2449
2453,Southern Wadden Sea,Sea,ASFA thesaurus,standard,2453,53.7,6.5,,,,,,false,0,,https://www.marineregions.org/mrgid/2453
4356,Sulawesi Sea,Sea,GeoNames,standard,4356,3.070277777777778,121.65861111111111,,,,,,false,0,,https://www.marineregions.org/mrgid/4356
32359,Suo Sea,Sea,GeoNames,standard,32359,33.82678,131.47738,,,,,,false,0,,https://www.marineregions.org/mrgid/32359
3683,Thrakiko Pelagos,Sea,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3683,40.57027777777778,25.011944444444445,,,,,,false,0,,https://www.marineregions.org/mrgid/3683
4374,Vainameri,Sea,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,4374,58.7573,23.2043,,,,,,false,0,,https://www.marineregions.org/mrgid/4374
2354,Waddenzee,Sea,The SeaVoX Salt and Fresh Water Body Gazetteer,standard,2354,53.911656,7.557706,52.89209,4.727417,55.59623,9.835879,"POLYGON ((4.727417 52.89209, 9.835879 52.89209, 9.835879 55.59623, 4.727417 55.59623, 4.727417 52.89209))",true,1,https://www.marineregions.org/mrgid/2354/geometries?source=81&attributeValue=WADDEN+SEA,https://www.marineregions.org/mrgid/2354
4249,Wandel Sea,Sea,GeoNames,standard,4249,82.25,-17,,,,,,false,0,,https://www.marineregions.org/mrgid/4249
30239,Wedell Sea ,Sea,,deleted,4330,,,,,,,,false,0,,https://www.marineregions.org/mrgid/30239
22055,West Weddell Sea,Sea,Australian Antarctic Gazetteer,standard,22055,,,,,,,,false,0,,https://www.marineregions.org/mrgid/22055
3590,Aland Strait,Strait,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3590,60.04888888888889,19.30777777777778,,,,,,false,0,,https://www.marineregions.org/mrgid/3590
3453,Als Sund,Strait,Map of the Danish water,standard,3453,54.9333333,9.7666667,,,,,,false,0,,https://www.marineregions.org/mrgid/3453
21113,Avaiti,Strait,Algologie (Ugent),standard,21113,-17.75,-149.51667,,,,,,false,0,,https://www.marineregions.org/mrgid/21113
